[2018-08-29T01:11:06.662] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.0.103","method":"GET","url":"/","host":"localhost:3000","message":{"responseTime":"响应时间为2.327s"},"userAgent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:23.029] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.004s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:23.408] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:23.799] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:24.131] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:55.179] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.004s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:56.461] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:57.086] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:57.457] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:57.738] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:58.051] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:58.314] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:58.609] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:58.928] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.004s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:59.235] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:04:59.514] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:05:15.059] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.003s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:05:16.128] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:08:20.298] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T15:08:28.762] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.006s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T16:32:20.303] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.002s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T16:32:23.296] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T16:32:24.094] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T16:32:24.539] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.002s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T16:32:24.957] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T16:32:31.099] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.003s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:02:15.207] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.006s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:02:17.003] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.004s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:03:02.730] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.004s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:03:04.602] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.004s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:03:05.576] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:03:06.191] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:03:06.712] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:03:07.180] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:03:08.615] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:03:08.926] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.007s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:03:09.224] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:03:09.518] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.004s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:08:23.025] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:13:41.130] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:16:45.976] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:16:49.352] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.004s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:17:13.987] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.006s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:18:27.161] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.001s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:22:51.858] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T17:30:33.757] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.004s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T18:09:53.719] [ERROR] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/apis","host":"127.0.0.1:3000","message":"ReferenceError: getRedis is not defined\n    at signup (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\controllers\\user.js:18:18)\n    at dispatch (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-compose@3.2.1@koa-compose\\index.js:44:32)\n    at next (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-compose@3.2.1@koa-compose\\index.js:45:18)\n    at C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-router@7.4.0@koa-router\\lib\\router.js:346:16\n    at dispatch (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-compose@3.2.1@koa-compose\\index.js:44:32)\n    at C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-compose@3.2.1@koa-compose\\index.js:36:12\n    at dispatch (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-router@7.4.0@koa-router\\lib\\router.js:351:31)\n    at dispatch (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\koa-compose\\index.js:44:32)\n    at next (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\koa-compose\\index.js:45:18)\n    at C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-body@4.0.4@koa-body\\index.js:110:14\n    at <anonymous>\n    at process._tickCallback (internal/process/next_tick.js:188:7)","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T18:10:37.707] [ERROR] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/apis","host":"127.0.0.1:3000","message":"TypeError: UserModel.create is not a function\n    at Function.createUser (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\service\\user.js:15:22)\n    at signup (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\controllers\\user.js:21:23)\n    at dispatch (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-compose@3.2.1@koa-compose\\index.js:44:32)\n    at next (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-compose@3.2.1@koa-compose\\index.js:45:18)\n    at C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-router@7.4.0@koa-router\\lib\\router.js:346:16\n    at dispatch (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-compose@3.2.1@koa-compose\\index.js:44:32)\n    at C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-compose@3.2.1@koa-compose\\index.js:36:12\n    at dispatch (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-router@7.4.0@koa-router\\lib\\router.js:351:31)\n    at dispatch (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\koa-compose\\index.js:44:32)\n    at next (C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\koa-compose\\index.js:45:18)\n    at C:\\Users\\Administrator\\Desktop\\novel\\novel_node\\node_modules\\_koa-body@4.0.4@koa-body\\index.js:110:14\n    at <anonymous>\n    at process._tickCallback (internal/process/next_tick.js:188:7)","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T18:11:56.694] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/apis","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.037s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T18:17:16.420] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/apis","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.015s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T18:18:50.754] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/apis","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.016s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T18:19:22.998] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T18:21:16.840] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.005s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T18:21:23.934] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/apis","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.02s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T18:45:26.192] [INFO] cheese - {"device":"connect to mongodb ->mongodb://127.0.0.1:27017/novel"}
[2018-08-29T18:45:43.673] [INFO] cheese - { device: 'connect to mongodb ->mongodb://127.0.0.1:27017/novel' } { projectName: 'koa2-tutorial', serverIp: '0.0.0.0' }
[2018-08-29T18:46:41.114] [INFO] cheese - { device: 'connect to mongodb ->mongodb://127.0.0.1:27017/novel' } { projectName: 'koa2-tutorial', serverIp: '0.0.0.0' }
[2018-08-29T18:52:29.283] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.002s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
[2018-08-29T19:00:14.336] [INFO] cheese - {"projectName":"koa2-loggers","serverIp":"192.168.10.52","method":"GET","url":"/api","host":"127.0.0.1:3000","message":{"responseTime":"响应时间为0.007s"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"}
